http://dbpedia.org/ontology/Weapon,http://dbpedia.org/ontology/length
Ametralladora Colt-Browning M1895,1.04
M1895 Colt–Browning machine gun,1.04
Colt-Browning M1895,1.04
コルト・ブローニングM1895重機関銃,1.04
Karabin maszynowy Colt Model 1895,1.04
Кольт-Браунинг M1895,1.04
M24 mine,0.597
M24 (mina),0.597
REO M35,6.9596
M35 2½-ton cargo truck,6.9596
M35 2.5tトラック,6.9596
M35 (vrachtwagen),6.9596
M35 (samochód ciężarowy),6.9596
M35卡車,6.9596
M3 howitzer,3.6576
105 mm M3,3.6576
M3 105mm榴弾砲,3.6576
M3榴彈炮,3.6576
M981 FISTV,4.863
دبابة مارك الخامسة,8.0518
Mark V (Panzer),8.0518
Tanque Mark V,8.0518
Mark V tank,8.0518
Mark V (char),8.0518
Mark V,8.0518
Mark V,8.0518
Mark V,8.0518
Modèle 1935 pistol,0.188
Pistolet automatique modèle 1935A,0.188
Modèle 1935,0.188
Neopup PAW-20,0.845
Denel PAW-20 Neopup,0.845
PAW-20 Neopup,0.845
丹尼爾PAW-20半自動榴彈發射器,0.845
Norinco HP9-1,0.8763
Strzelba Norinco HP9-1,0.8763
HP9-1泵動式霰彈槍,0.8763
Otomatic,7.27
Otomatic,7.27
OTOMATIC,7.27
オトマティック自走対空砲,7.27
Unic P107,4.85
P107,4.85
Citroën/Unic P107,4.85
Unic P107,4.85
PRB-111 mine,0.229
RG-33,6.73608
RG-33,6.73608
RG-33,6.73608
RG-33,8.5344
RG-33,8.5344
RG-33,8.5344
Red Dean,4.8768
レッドディーン (ミサイル),4.8768
Red Dean,4.8768
SOMUA MCG,5.3
SOMUA MCG,5.3
Somua MCG,5.3
Somua MCG,5.3
SU-100U,10.9
SU-100Y Self-Propelled Gun,10.9
SU-100Y (自走砲),10.9
СУ-100-Y,10.9
SU-100Y自走砲,10.9
Sd.Kfz. 252,4.7
SdKfz 252,4.7
Sd Kfz 252,4.7
Sd.Kfz.252,4.7
SdKfz 252,4.7
SdKfz 253,4.7
SdKfz 253,4.7
Sd Kfz 253,4.7
Sd.Kfz.253,4.7
Sd.Kfz. 253半履带车,4.7
سيموفنت 105/25,5.1
Semovente da 105/25,5.1
Ansaldo 105/25 M.43,5.1
Semovente da 105/25,5.1
Semovente da 105/25,5.1
Semovente da 75/34,5.04
75/34 (semovente),5.04
セモヴェンテ da 75/34,5.04
Semovente da 75/34,5.04
Semovente da 75/34,5.04
75/34式自行火炮,5.04
سيموفنت 90/53,5.205
Semovente 90/53,5.205
Semovente 90/53,5.205
Semovente da 90/53,5.205
M.41 da 90/53,5.205
Canon automoteur antichar Semovente 90/53,5.205
セモヴェンテ da 90/53,5.205
Semovente da 90/53,5.205
Semovente da 90/53,5.205
Steyr LP 10,0.4
T29,11.2776
T29 Heavy Tank,11.2776
T29 (carro armato pesante),11.2776
T29,11.2776
T29重戦車,11.2776
T29 Heavy Tank,11.2776
T29 Heavy Tank,11.2776
T29,11.2776
T29重型坦克,11.2776
Canon 155 TRF1,10.0
TRF1,10.0
TRF1,10.0
TRF1,10.0
155 mm TRF1,10.0
TRF1 155mm榴弾砲,10.0
Tank EX,9.19
Tank EX,9.19
EX坦克,9.19
Zastava M48,1.105
Kar98 yougoslaves,1.105
ツァスタバ M48,1.105
M48毛瑟步槍,1.105
"1.1""/75 caliber gun",3.03784
"1.1""/75",3.03784
28mm対空機銃,3.03784
28 mm armata przeciwlotnicza,3.03784
"1,1"" Mark 1/1",3.03784
28mm防空機關砲,3.03784
107 mm gun M1910,2.9
107 mm M1910,2.9
M1910 107mmカノン砲,2.9
107 mm armata wz. 1910,2.9
107-мм пушка образца 1910 года,2.9
2S4,8.5
2S4 Tyulpan,8.5
2S4 Tyulpan,8.5
2S4,8.5
2S4チュリパン 240mm自走迫撃砲,8.5
2S4 Tulipan,8.5
2С4,8.5
2S4自走迫擊砲,8.5
38 cm S.K. C/34,19.63
38 cm SK C/34 naval gun,19.63
38 cm SK C/34,19.63
Canon de 38 cm SK C/34,19.63
38 cm SKC/34,19.63
"7,5-cm-PaK 97/38",4.65
7.5 cm Pak 97/38,4.65
"7,5 cm PaK 97/38",4.65
7.5 cm PaK 97/38,4.65
"7,5 cm PaK 97/38",4.65
Pak 97/38,4.65
AMT AutoMag III,0.27305
AMT AutoMag III,0.27305
Pistolet AMT AutoMag III,0.27305
AMT AutoMag III,0.27305
自動馬格南III型手槍,0.27305
AMT AutoMag IV,0.27305
Pistolet AMT AutoMag IV,0.27305
自動馬格南IV型手槍,0.27305
ATM 2000E,0.251
B-300,1.44
B-300,1.44
IMI B-300,1.44
IMI B-300,1.44
B-300,1.44
BL 18 inch Mk I naval gun,18.8976
Borchardt C93,0.279
Borchardt C-93,0.279
Borchardt C-93,0.279
Borchardt C-93,0.279
Borchardt C-93,0.279
ボーチャードピストル,0.279
Pistolet Borchardt C93,0.279
Borchardt C93,0.279
博查特C-93手槍,0.279
C-701,2.507
C-701,2.507
C-701,2.507
YJ-7 (ミサイル),2.507
Instalaza C-90,0.94
C90-CR (M3),0.94
C-90,0.94
CY-1,1.2
CY-1,1.2
Ametralladora ligera Dror,1.24
Dror light machine gun,1.24
ドロール軽機関銃,1.24
Dror LMG,1.24
Fort-12,0.18
Pistolet Fort 12,0.18
Форт-12,0.18
Fort-12手槍,0.18
Girandoni air rifle,1.2
Fusil de Girandoni,1.2
Wiatrówka Girandoni,1.2
HMS Pactolus (1813),45.72
Hi-Point Model JCP,0.196088
M1126 Infantry Carrier Vehicle,6.95
M1126裝甲運兵車,6.95
إم 1127,6.95
M1127 Reconnaissance Vehicle,6.95
M1127 ストライカーRV,6.95
M1127偵察車,6.95
M1129 Mortar Carrier,6.95
M1129 ストライカーMC,6.95
M1129迫擊炮車,6.95
M1130 Commander's Vehicle,6.95
M1130指揮車,6.95
M1131 Fire Support Vehicle,6.95
M1131炮兵觀測車,6.95
M1132 Engineer Squad Vehicle,6.95
M1132工兵車,6.95
Remington Model 511 Scoremaster,1.0922
Remington Model 597,1.016
Remington 597,1.016
Remington Model 673,1.04648
雷明登673步槍,1.04648
Remington SR-8,1.1938
Remington SR-8,1.1938
Karabin Remington SR-8,1.1938
雷明登SR8狙擊步槍,1.1938
SIG MG 710-3,1.143
Karabin maszynowy SIG 710-3,1.143
SIG MG 710-3,1.143
Sd.Kfz. 11,5.55
SdKfz 11,5.55
Sd.Kfz. 11,5.55
SdKfz 11,5.55
Sd.Kfz. 11,5.55
Sd Kfz 11,5.55
Sd.Kfz.11,5.55
Sd Kfz 11,5.55
Stetschkin APS,0.225
Pistola automática Stechkin,0.225
Stechkin automatic pistol,0.225
Stechkin APS,0.225
Stechkin APS,0.225
スチェッキン・マシンピストル,0.225
Pistolet APS,0.225
Автоматический пистолет Стечкина,0.225
斯捷奇金自動手槍,0.225
T-100 tank,8.38
T-100,8.38
T-100,8.38
T-100,8.38
T-100,8.38
Т-100 (танк),8.38
T-100重型戰車,8.38
TH200,5.8
TL-10,2.5
TL-10,2.5
TL-6,3.5
TL-6,3.5
Terne ASW,1.95
Typ 2 Ke-To,4.11
Type 2 Ke-To,4.11
Type 2 Ke-To,4.11
二式軽戦車,4.11
Type 2 Ke-To,4.11
Typ 2 Ke-To,4.11
二式輕戰車,4.11
China type 54,0.195
Type 54 pistol,0.195
54式手枪,0.195
M274 Mechanical Mule,2.9972
"U.S. Military M274 Truck, Platform, Utility 1/2 Ton, 4X4",2.9972
M274トラック,2.9972
M274 Mechanical Mule,2.9972
United States Marine Corps noncommissioned officer's sword,0.8636
アメリカ海兵隊下士官刀,0.8636
Volkssturmgewehr,0.885
Volkssturmgewehr,0.885
Volkssturmgewehr,0.885
国民突撃銃,0.885
G33/40,0.995
Vz. 33,0.995
ZB vz. 33,0.995
Vz. 33,0.995
Zastava M21,1.0
Zastava M21,1.0
Zastava M21,1.0
Zastava M21,1.0
ツァスタバ M21,1.0
Застава М21,1.0
Zastava M21突擊步槍,1.0
Büssing A5P,9.50062
Büssing A5P,9.50062
Büssing A5P,9.50062
Büssing A5P,9.50062
Revolver Enfield No. 2 Mark 1,0.26035
Enfield No. 2,0.26035
Enfield .38,0.26035
Enfield (rivoltella),0.26035
エンフィールド・リボルバー,0.26035
Rewolwer Enfield No.2,0.26035
Энфилд №2 (револьвер),0.26035
Enfield No. 2,0.26035
SS-N-21 Sampson,8.09
RK-55,8.09
RK-55 Granat,8.09
RK-55,8.09
RK-55 Granat,8.09
C-10 «Гранат»,8.09
RK-55,8.09
Sd.Kfz. 9,8.32
SdKfz 9,8.32
Sd.Kfz. 9,8.32
Sd.Kfz.9 FAMO,8.32
Sd Kfz 9,8.32
Sd.Kfz.9,8.32
Sd.Kfz.9,8.32
Sd.Kfz. 9,8.32
StuIG 33 B,5.4
Sturminfanteriegeschütz 33B,5.4
Sturm-Infanteriegeschütz 33B,5.4
33B突撃歩兵砲,5.4
Sturminfanteriegeschütz 33B,5.4
StuIG 33B,5.4
StuIG 33B,5.4
33B突擊步兵砲,5.4
Sturm-Infanteriegeschütz 33B,5.4
BL 5.5 inch Mark I naval gun,6.985
Crosman 2100 Classic,1.00965
Canon de 356 mm/50 calibres,18.1356
"14""/50 caliber gun",18.1356
AT-T,7.043
AT-T,7.043
АТ-Т,7.043
AT-T,7.043
ATS-59,6.28
ATS-59,6.28
ATS-59,6.28
АТС-59Г,6.28
ATS-59,6.28
BRDM-2 (EST),5.75
Benelli Kite,0.433
Benelli Kite,0.433
FN-Browning Selbstladegewehr cal 22,0.9398
Browning 22 Semi-Auto rifle,0.9398
長風衝鋒槍,0.405
CF-05,0.405
Canon obusier de 12,1.91
12ポンドナポレオン砲,1.91
Наполеон (орудие),1.91
Canon obusier de 12,1.91
コンカラー級戦列艦,73.152
Conqueror-class ship of the line,73.152
DSR-50,1.23
DSR-Precision DSR-50,1.23
DSR-50,1.23
DSR-50狙擊步槍,1.23
DSR-Precision DSR-50,1.23
Canon de 80 modèle 1877,2.28
Canon de Bange de 80,2.28
De Bange 80 mm cannon,2.28
FIRESTRIKE,0.5842
Néréide (1779),43.91
French frigate Néréide (1779),43.91
HMS Amphitrite (1778),34.7472
HMS Ariel (1777),32.9184
HMS Weazel (1805),30.48
IHP Airpistol 0.177,0.35
JS 7.62,1.03
JS 7.62毫米狙击步枪,1.03
LAPV Enok,4.82
LAPV軽装甲車,4.82
LAPV Enok,4.82
LAPV Enok,4.82
M25戦車運搬車,7.62
M26 Pacific Tank Trekker,7.62
M25 Tank Transporter,7.62
M25戰車運輸車,7.62
Tractor M6,6.5532
M6 (trattore d'artiglieria),6.5532
M6トラクター,6.5532
M6 Artillerietrekker,6.5532
M6 Tractor,6.5532
National CO2 Air Pistol (.177),1.155
PP-91 KEDR,0.53
PP-91,0.53
Pistolet maszynowy Kedr,0.53
ПП-91,0.53
PP-91 KEDR,0.53
PP-91衝鋒槍,0.53
R-29RMU2 Sineva,14.8
R-29RMU,14.8
Р-29РМУ2,14.8
R-29RMU Sineva,14.8
Daewoo DAR-21,0.78
Karabin Daewoo DAR 21,0.78
DAR-21突擊步槍,0.78
S&T Daewoo XK8,0.78
Solothurn-Arsenal,1.75
St. Étienne M1907,1.18
St. Étienne M1907,1.18
Saint-Étienne modèle 1907,1.18
Saint-Étienne mod. 1907,1.18
Karabin maszynowy St Etienne Mle 1907,1.18
Saint-Étienne modèle 1907,1.18
St. Étienne Mle 1907,1.18
聖艾蒂安M1907中型機槍,1.18
Type 63A,7.3
Typ 75 (Panzerhaubitze),6.4008
Obús autopropulsado Tipo 75 de 155 mm,6.4008
75式自走155mmりゅう弾砲,6.4008
Тип 75 (САУ),6.4008
75式155毫米自走榴彈炮,6.4008
Type 75 155 mm self-propelled howitzer,6.4008
Winchester Model 52,1.143
スプリングフィールドM1842,1.4732
Спрингфилд (1842),1.4732
Springfield Model 1842,1.4732
T13 (char),3.65
T-13,3.65
T-13 tank destroyer,3.65
T2 Medium Tank,4.88
T2 tank,4.88
AGM-65 Maverick,2.4384
إيه جي إم-65 مافريك,2.4384
AGM-65 Maverick,2.4384
AGM-65 Maverick,2.4384
AGM-65 Maverick,2.4384
AGM-65 Maverick,2.4384
AGM-65 マーベリック,2.4384
AGM-65 Maverick,2.4384
AGM-65 Maverick,2.4384
AGM-65 Maverick,2.4384
AGM-65 Maverick,2.4384
AGM-65小牛飛彈,2.4384
AGM-88 HARM,4.1
إيه جي إم-88 هارم,4.1
AGM-88 HARM,4.1
AGM-88 HARM,4.1
AGM-88 HARM,4.1
AGM-88 HARM,4.1
AGM-88 (ミサイル),4.1
AGM-88 HARM,4.1
AGM-88 HARM,4.1
AGM-88 HARM,4.1
AGM-88 HARM,4.1
AGM-88飛彈,4.1
AIM-120 AMRAAM,3.6576
إيه آي إم-120 أمرام,3.6576
AIM-120 AMRAAM,3.6576
AIM-120 AMRAAM,3.6576
AIM-120 AMRAAM,3.6576
AIM-120 AMRAAM,3.6576
AIM-120 (ミサイル),3.6576
AIM-120 AMRAAM,3.6576
AIM-120 AMRAAM,3.6576
AIM-120 AMRAAM,3.6576
AIM-120 AMRAAM,3.6576
AIM-120先進中程空對空飛彈,3.6576
AIM-54 Phoenix,3.9624
إيه آي إم-54 فينكس,3.9624
AIM-54 Phoenix,3.9624
AIM-54 Phoenix,3.9624
AIM-54 Phoenix,3.9624
AIM-54 Phoenix,3.9624
フェニックス (ミサイル),3.9624
AIM-54 Phoenix,3.9624
AIM-54 Phoenix,3.9624
AIM-54 Phoenix,3.9624
AIM-54 Phoenix,3.9624
AIM-54鳳凰飛彈,3.9624
AIM-7 Sparrow,3.6576
إيه.آي.إم-7 سبارو,3.6576
AIM-7 Sparrow,3.6576
AIM-7 Sparrow,3.6576
AIM-7 Sparrow,3.6576
AIM-7 Sparrow,3.6576
スパロー (ミサイル),3.6576
AIM-7 Sparrow,3.6576
AIM-7 Sparrow,3.6576
AIM-7 Sparrow,3.6576
AIM-7 Sparrow,3.6576
AIM-7麻雀飛彈,3.6576
AK-47,0.88
إيه كيه-47,0.88
AK-47,0.88
AK-47,0.88
AK-47,0.88
AK-47,0.88
AK-47,0.88
AK-47,0.88
Karabinek AK,0.88
AK-47,0.88
Автомат Калашникова,0.88
AK-47突击步枪,0.88
Blue Steel (missile),10.7
Avro Blue Steel,10.7
Blue Steel (missile),10.7
Blue Steel (missile),10.7
ブルースチール (ミサイル),10.7
Blue Steel (wapen),10.7
Blue Steel,10.7
Míssil Blue Steel,10.7
Blue Steel,10.7
Fat Man,3.2512
الرجل البدين (قنبلة),3.2512
Fat Man,3.2512
Fat Man,3.2512
Fat Man,3.2512
Fat Man,3.2512
ファットマン,3.2512
Fat Man,3.2512
Fat Man,3.2512
Fat Man,3.2512
Толстяк (бомба),3.2512
胖子 (原子弹),3.2512
Gatling gun,1.079
بندقية جاتلينج,1.079
Gatling (Waffenklasse),1.079
Ametralladora Gatling,1.079
Gatling,1.079
Gatling (mitragliatrice),1.079
ガトリング砲,1.079
Gatling gun,1.079
Kartaczownica Gatlinga,1.079
Gatling (metralhadora),1.079
Пулемёт Гатлинга,1.079
加特林机枪,1.079
HMS Beagle,27.5234
بيغل (سفينة),27.5234
HMS Beagle (1820),27.5234
HMS Beagle,27.5234
HMS Beagle,27.5234
HMS Beagle,27.5234
ビーグル (帆船),27.5234
HMS Beagle (1820),27.5234
HMS Beagle,27.5234
HMS Beagle,27.5234
Бигль (корабль),27.5234
小獵犬號,27.5234
Heckler & Koch MP5,0.68
إم بي 5,0.68
HK MP5,0.68
Heckler & Koch MP5,0.68
HK MP5,0.68
Heckler & Koch MP5,0.68
H&K MP5,0.68
Heckler & Koch MP5,0.68
Pistolet maszynowy MP5,0.68
Heckler & Koch MP5,0.68
HK MP5,0.68
HK MP5冲锋枪,0.68
Humvee,4.572
هامفي,4.572
High Mobility Multipurpose Wheeled Vehicle,4.572
Humvee,4.572
Humvee,4.572
High Mobility Multipurpose Wheeled Vehicle,4.572
ハンヴィー,4.572
High Mobility Multipurpose Wheeled Vehicle,4.572
Humvee,4.572
HMMWV,4.572
HMMWV,4.572
悍馬 (軍用汽車),4.572
Krag–Jørgensen,0.986
Krag-Jørgensen,0.986
Fusil Krag-Jørgensen,0.986
Krag-Jørgensen,0.986
Krag-Jørgensen,0.986
クラッグ・ヨルゲンセン・ライフル,0.986
Karabin Krag-Jørgensen,0.986
Krag-Jørgensen,0.986
Little Boy,3.048
الولد الصغير (قنبلة),3.048
Little Boy,3.048
Little Boy,3.048
Little Boy,3.048
Little Boy,3.048
リトルボーイ,3.048
Little Boy,3.048
Little Boy,3.048
Little Boy,3.048
Малыш (бомба),3.048
小男孩原子彈,3.048
M16 rifle,1.0033
بندقية إم 16,1.0033
M16 (Gewehr),1.0033
Fusil M16,1.0033
M16 (fusil),1.0033
M16 (fucile d'assalto),1.0033
M16自動小銃,1.0033
M16 (vuurwapen),1.0033
Karabin M16,1.0033
M16 (fuzil),1.0033
M16 (винтовка),1.0033
M16突擊步槍,1.0033
RUR-5 ASROC,4.4958
RUR-5 ASROC,4.4958
RUR-5 ASROC,4.4958
RUR-5 ASROC,4.4958
ASROC,4.4958
アスロック,4.4958
RUR-5 ASROC,4.4958
ASROC,4.4958
RUR-5 ASROC,4.4958
阿斯洛克反潜导弹,4.4958
UGM-73 Poseidon,10.3937
UGM-73 Poseidon,10.3937
UGM-73 Poseidon,10.3937
UGM-73 Poseidon,10.3937
UGM-73 Poseidon,10.3937
ポセイドン (ミサイル),10.3937
Poseidon (raket),10.3937
UGM-73 Poseidon C-3,10.3937
Посейдон (ракета),10.3937
UGM-73 Poseidon,10.3937
UGM-73海神彈道飛彈,10.3937
17pdr SP Achilles,7.01
Achilles (niszczyciel czołgów),7.01
Achilles (САУ),7.01
17pdr SP Achilles,7.01
阿基里斯驱逐战车,7.01
سام 6,5.8
2K12 Kub,5.8
SA-6 Gainful,5.8
2K12 Kub,5.8
Kub (missile),5.8
SA-6 Gainful,5.8
2K12,5.8
2K12 Kub,5.8
Куб (зенитный ракетный комплекс),5.8
2K12 Kub,5.8
SA-6导弹,5.8
سام 6,5.841
2K12 Kub,5.841
SA-6 Gainful,5.841
2K12 Kub,5.841
Kub (missile),5.841
SA-6 Gainful,5.841
2K12,5.841
2K12 Kub,5.841
Куб (зенитный ракетный комплекс),5.841
2K12 Kub,5.841
SA-6导弹,5.841
اعصار 9A52-4 (سلاح),11.2
9A52-4 Tornade,11.2
タルナード (MLRS),11.2
Торнадо (РСЗО),11.2
9A52-4 Tornado,11.2
AT-4 Spigot,1.1
9K111 Fagot,1.1
9K111 Fagot,1.1
Fagot,1.1
AT-4 Spigot,1.1
9M111 (ミサイル),1.1
9K111 Fagot,1.1
Фагот (ПТРК),1.1
AGM-28 Hound Dog,12.8016
AGM-28 Hound Dog,12.8016
AGM-28 Hound Dog,12.8016
AGM-28 Hound Dog,12.8016
AGM-28 (ミサイル),12.8016
AGM-28 Hound Dog,12.8016
AGM-28 Hound Dog,12.8016
AGM-28 Hound Dog,12.8016
AGM-28 Hound Dog,12.8016
إيه جي إم-45 شرايك,3.048
AGM-45 Shrike,3.048
AGM-45 Shrike,3.048
AGM-45 Shrike,3.048
AGM-45 Shrike,3.048
AGM-45 Shrike,3.048
AGM-45 (ミサイル),3.048
AGM-45 Shrike,3.048
AGM-45 Shrike,3.048
AGM-45 Shrike,3.048
AGM-45百舌鸟导弹,3.048
AGR-14 ZAP,2.4384
AGR-14 ZAP,2.4384
AMX-13,4.88
أيه أم أكس-13,4.88
AMX-13,4.88
AMX-13,4.88
AMX-13,4.88
AMX-13,4.88
AMX-13,4.88
AMX 13,4.88
AMX-13,4.88
AMX-13,4.88
AMX-13,4.88
AMX-13轻型坦克,4.88
أي أم أكس-30,9.48
AMX-30,9.48
AMX-30,9.48
AMX-30,9.48
AMX-30,9.48
AMX-30,9.48
AMX-30,9.48
AMX-30,9.48
AMX-30,9.48
AMX-30,9.48
AMX-30主战坦克,9.48
AMX-50,7.35
AMX-50,7.35
AMX-50,7.35
AMX-50,7.35
AMX-50,7.35
AMX-50,7.35
AMX-50,7.35
AMX 50,7.35
AMX-50重型坦克,7.35
AMX-10 RC,6.24
AMX 10 RC,6.24
AMX-10 RC,6.24
AMX-10 RC,6.24
AMX-10RC,6.24
AMX-10RC,6.24
AMX-10RC,6.24
AMX 10RC,6.24
AMX-10RC,6.24
AMX 10 RC裝甲車,6.24
لوكلير,9.87
AMX Leclerc,9.87
Leclerc (Panzer),9.87
AMX-56 Leclerc,9.87
Char Leclerc,9.87
Leclerc (carro armato),9.87
ルクレール,9.87
Leclerc (tank),9.87
AMX-56 Leclerc,9.87
Леклерк (танк),9.87
AMX-56 Leclerc,9.87
勒克萊爾主戰坦克,9.87
ARL 44,10.53
ARL 44,10.53
ARL 44,10.53
ARL 44,10.53
ARL 44,10.53
ARL-44,10.53
ARL 44,10.53
ARL 44,10.53
ARL 44,10.53
ARL 44重型坦克,10.53
AS.34 Kormoran,4.4
AS.34 Kormoran,4.4
AS.34 Kormoran,4.4
AS.34 Kormoran,4.4
コルモラン (ミサイル),4.4
AS.34 Kormoran,4.4
AS.34 Kormoran,4.4
أي إس إم-135 أسات,5.4864
Vought ASM-135 ASAT,5.4864
ASM-135 ASAT,5.4864
ASM-135 ASAT,5.4864
ASM-135 ASAT,5.4864
ASM-135 ASAT,5.4864
ASM-135 ASAT,5.4864
Bushmaster ACR,0.65532
Bushmaster ACR,0.65532
ACR (carabine),0.65532
Bushmaster ACR,0.65532
ブッシュマスターACR,0.65532
Bushmaster ACR,0.65532
Karabin Bushmaster ACR,0.65532
Bushmaster ACR,0.65532
Bushmaster ACR,0.65532
雷明登ACR突擊步槍,0.65532
Adaptive Combat Rifle,0.65532
Air Defense Anti-Tank System,4.86
ADATS,4.86
ADATS,4.86
ADATS,4.86
ADATS,4.86
ADATS,4.86
ADATS,4.86
DAO-12,0.792
Armsel Striker,0.792
Armsel Striker,0.792
Armsel Striker,0.792
RDI ストライカー12,0.792
Strzelba DAO-12,0.792
Protecta,0.792
前鋒型霰彈槍,0.792
Artemis (Geschütz),7.95
Artemis 30,7.95
Artemis-30,7.95
أستروس 2,7.0
ASTROS II,7.0
Astros II MLRS,7.0
Astros II (sistema de artillería de cohetes),7.0
ASTROS,7.0
Astros II MLRS,7.0
ASTROS,7.0
ASTROS II,7.0
Astros II,7.0
Astros II,7.0
Barong (Schwert),0.56
Barong,0.56
Barong (couteau),0.56
Barong (arma),0.56
Barong (knife),0.56
Баронг (оружие),0.56
巴龍刀,0.56
Beretta Cx4 Storm,0.755
Beretta Cx4 Storm,0.755
Beretta CX4 Storm,0.755
Beretta Cx4 Storm,0.755
Beretta Cx4 Storm,0.755
ベレッタCx4,0.755
Beretta Cx4 Storm,0.755
貝瑞塔Cx4 Storm卡賓槍,0.755
Беркут (карабин),1.13
Berkut rifle,1.13
Big Bertha (howitzer),5.88
Dicke Bertha,5.88
Gran Berta,5.88
Grosse Bertha,5.88
Grande Berta,5.88
ディッケ・ベルタ,5.88
Dikke Bertha,5.88
M-Gerät,5.88
Большая Берта (орудие),5.88
Blowpipe (missile),1.35
Blowpipe,1.35
Shorts Blowpipe,1.35
Blowpipe,1.35
Блоупайп,1.35
吹管防空飛彈,1.35
البندقية بويز المضادة للمدرعات,1.5748
Boys anti-tank rifle,1.5748
Panzerbüchse Boys,1.5748
Fusil antitanque Boys,1.5748
Fucile anticarro Boys,1.5748
Fusil antichar Boys,1.5748
ボーイズ対戦車ライフル,1.5748
Karabin przeciwpancerny Boys,1.5748
Boys (ПТР),1.5748
博斯反坦克步槍,1.5748
M706,5.69
Cadillac Gage Commando,5.69
Cadillac Gage Commando,5.69
V-100/300 Commando,5.69
Cadillac Gage Commando,5.69
コマンドウ (装甲車),5.69
Cadillac Gage Commando,5.69
Кадиллак Коммандо,5.69
V-100裝甲車,5.69
Canadian Military Pattern Truck,5.1816
Canadian Military Pattern,5.1816
CMPトラック,5.1816
Canadian Military Pattern truck,5.1816
Canadian Military Pattern truck,5.1816
Charleville musket,1.524
Muskete Modell 1777,1.524
Fusil Charleville,1.524
Moschetto Charleville,1.524
シャルルヴィル・マスケット,1.524
Karabin wz. 1777,1.524
Charleville (mosquete),1.524
查爾維爾鳥銃,1.524
Colt Dragoon Revolver,0.37465
Colt 1848 Dragoon,0.37465
コルトM1848,0.37465
Rewolwer Colt Dragoon,0.37465
柯爾特騎兵型轉輪手槍,0.37465
Combat Vehicle Reconnaissance (Tracked),5.288
Combat Vehicle Reconnaissance (Tracked),5.288
CVR（T）,5.288
CVR(T),5.288
CVR(T),5.288
DARPA Captive Air Amphibious Transporter,25.6032
DARPA Captive Air Amphibious Transporter,31.0
Excalibur rifle,0.895
FN Special Police Rifle,1.015
FN Special Police Rifle,1.015
FN Special Police Rifle,1.015
FN SPR,1.015
FN SPR狙击步枪,1.015
FV102 Striker,4.8
FV-102 Striker,4.8
FV102 ストライカー,4.8
FV102 Striker,4.8
Страйкер (ПУ ПТУР),4.8
GBU-37 GPS-Aided Munition,5.1816
GBU-37,5.1816
Goliath (Panzer),1.5
Goliath tracked mine,1.5
Goliath (vehículo teledirigido),1.5
Goliath (chenillé),1.5
Goliath (carro armato),1.5
ゴリアテ (兵器),1.5
Goliath (tank),1.5
Goliath (mina),1.5
Голиаф (самоходная мина),1.5
哥利亞遙控炸彈,1.5
Goliath (Panzer),1.69
Goliath tracked mine,1.69
Goliath (vehículo teledirigido),1.69
Goliath (chenillé),1.69
Goliath (carro armato),1.69
ゴリアテ (兵器),1.69
Goliath (tank),1.69
Goliath (mina),1.69
Голиаф (самоходная мина),1.69
哥利亞遙控炸彈,1.69
HMS Bold (1812),25.6032
HMS Brilliant (1757),39.0144
HMS Brilliant (1779),36.576
HMS Leopard (1790),44.5008
"HMS Leopard (Schiff, 1790)",44.5008
HMS Leopard,44.5008
HMS Leopard (1790),44.5008
HMS Leopard (1790),44.5008
HMS Shannon (1757),35.9664
MM-1,0.635
Hawk MM-1,0.635
Granatnik Hawk MM-1,0.635
Hawk MM-1,0.635
MM-1轉輪式榴彈發射器,0.635
Hawkins grenade,0.15
Hawkins-Granate,0.15
ホーキンス手榴弾,0.15
Humber Hornet,5.05
Humber Hornet,5.05
Jaguar (Jagdpanzer),6.61
Jaguar 1,6.61
ヤグアル1,6.61
Jaguar 1,6.61
Landing Vehicle Tracked,7.95
Landing Vehicle Tracked,7.95
Vehículo de desembarco de tracción por orugas,7.95
AMTRAC,7.95
Landing Vehicle Tracked,7.95
LVT,7.95
Landing Vehicle Tracked,7.95
Alianckie środki desantowe w II wojnie światowej,7.95
Landing Vehicle Tracked,7.95
Vehículo Ligero de Asalto,4.08
Light Strike Vehicle,4.08
